start_jid,end_jid,sfzh,hcbc
58740,240001434,360923198611202923,G458
48553,540000749,431101193901293063,A540
77959,540000749,130729197607298029,A540
99921,540000749,360500196604090251,A540
42048,540000749,210100195904230966,A540
72331,540000749,361027193106057969,A540
48553,340009284,431101193901293063,S897
91210,340009284,210521195911022675,S897
52235,340009284,320404197703063248,S897
36322,340009284,422800193603102397,S897
24943,340009284,310115194301257047,S897
65570,340006061,610632196612185347,G246
57660,340006061,652901200104274132,G246
86309,340006061,429005195311176806,G246
34737,340006061,511603197512085808,G246
17351,340006061,370302197502065344,G246
65570,540001359,610632196612185347,C636
45866,540001359,440703195009207684,C636
67069,540001359,621122197512191683,C636
89259,540001359,340703193802041728,C636
65570,440000404,610632196612185347,T978
92974,440000404,520321197210051503,T978
44422,440000404,710000194905045007,T978
59071,440000404,21080220010310266X,T978
76744,440000404,360681193905250511,T978
43547,240004663,440111195404117678,H683
58797,240004663,511000198410139206,H683
37782,240004663,532601193410270862,H683
55128,240004663,350627198006298135,H683
13944,240004663,510681196807051342,H683
43547,940004412,440111195404117678,H873
89023,940004412,54243119791222808X,H873
36789,940004412,420900195307274947,H873
24298,940004412,441882196305115609,H873
17677,940004412,540224198107187340,H873
21966,240008216,441402198502196343,E703
69236,240008216,130632196301166793,E703
69843,240008216,320902194108285867,E703
84222,240008216,44098319940817581X,E703
63314,240008216,421381198611012386,E703
91367,240002904,640201197603036423,H175
24646,240002904,511423197207279213,H175
96977,240002904,350581196012266248,H175
94874,240002904,230129198103165084,H175
27084,240002904,620402195402093266,H175
52585,640003606,230603194909023398,A328
43251,640003606,43028119760914548X,A328
24210,640003606,430624198411189259,A328
667,640003606,140926198709021379,A328
36656,640003606,210311195611260125,A328
74178,840002267,150207198309093271,N959
9854,840002267,410522197210099576,N959
35672,840002267,210114194209104144,N959
1512,840002267,513332194608032392,N959
25852,840002267,360105197207194422,N959
74178,640006311,150207198309093271,H151
28501,640006311,421121194209207032,H151
2707,640006311,652826197508140103,H151
52633,640006311,211101199805288930,H151
47404,640006311,320681198705251726,H151
54673,540009965,410922193506240755,K140
26132,540009965,410928194310260394,K140
79939,540009965,341002193308312840,K140
69514,540009965,522730198303022108,K140
69850,540009965,410400199007052129,K140
54673,240008045,410922193506240755,T698
54161,240008045,610115198310104519,T698
21034,240008045,510823200106037851,T698
44007,240008045,630224197310049469,T698
16951,240008045,623027195608299858,T698
22867,340002528,450722195810016219,E741
52627,340002528,340221195106165924,E741
46705,340002528,230707194605176935,E741
97531,340002528,41042119400313111X,E741
77509,340002528,130201196812066579,E741
63615,140005934,15040319331102338X,R828
88579,140005934,542423197508317945,R828
59296,140005934,411527193401135239,R828
83475,140005934,320707194307071985,R828
75597,140005934,150205197102210808,R828
63615,240008317,15040319331102338X,T936
59141,240008317,654326194108126602,T936
84820,240008317,150700198004307470,T936
84051,240008317,310200194307062508,T936
43073,240008317,370283195708160105,T936
63615,840006183,15040319331102338X,H269
4156,840006183,610927198008175358,H269
6937,840006183,211381194002156563,H269
55083,840006183,450327197406078062,H269
27994,840006183,53038119410909639X,H269
47657,340009802,340203199205309044,R195
43582,340009802,51050119480707373X,R195
17764,340009802,620821193709049595,R195
15315,340009802,152202197909083638,R195
48357,340009802,130923194106285560,R195
52250,140002412,511623193610182940,S875
35960,140002412,130682197708067381,S875
54749,140002412,430304196208249788,S875
81073,140002412,441424195509202165,S875
96638,140002412,653200199506232956,S875
52067,440000773,361125197503078537,L654
23892,440000773,530630197806206937,L654
75358,440000773,65402719980204778X,L654
32984,440000773,610327199703312600,L654
77333,440000773,211300196205198801,L654
81157,140006080,530126195711251689,C671
89766,140006080,371427195911160865,C671
55573,140006080,340300195211017011,C671
15175,140006080,130727197808266960,C671
78518,140006080,320602196307146424,C671
81157,240001159,530126195711251689,C295
97753,240001159,542426193607181941,C295
26007,240001159,500105198908168308,C295
73435,240001159,371101198105158764,C295
74122,240001159,450681194107294014,C295
3485,740002139,460201194505164467,L474
86359,740002139,420704195011099232,L474
46373,740002139,350625194903181251,L474
71385,740002139,310104199305040762,L474
66233,740002139,110228194505204078,L474
3485,340003325,460201194505164467,N965
92488,340003325,371100194809124373,N965
66484,340003325,542500197206079946,N965
58574,340003325,420922194406056762,N965
86039,340003325,530326193003311240,N965
3485,540007966,460201194505164467,C590
19806,540007966,511903195210224718,C590
54991,540007966,520627197706116758,C590
24092,540007966,330282198701110412,C590
61170,540007966,350201195110019846,C590
57354,240000491,420525199604205271,T844
65816,240000491,430304193804076568,T844
45584,240000491,421002193411076516,T844
1512,240000491,513332194608032392,T844
47398,240000491,130721195003315414,T844
57354,740007947,420525199604205271,A204
3752,740007947,371425195301106746,A204
96691,740007947,21140319470205541X,A204
9742,740007947,230405194011309164,A204
35889,740007947,513430196906272310,A204
65590,140006856,13050219490807418X,Z111
7443,140006856,341023196405192268,Z111
78036,140006856,430502194509070457,Z111
38941,140006856,445301198311177520,Z111
29829,140006856,620102195505097423,Z111
65590,740000571,13050219490807418X,C359
95013,740000571,140108199304257410,C359
3411,740000571,371625198311265577,C359
3296,740000571,210303195708107055,C359
9141,740000571,610422198104139745,C359
46574,840005555,370724195006075560,G021
48308,840005555,522632200112273147,G021
93371,840005555,442000193311182292,G021
93096,840005555,532926197102161850,G021
16951,840005555,623027195608299858,G021
76053,840008735,230722193201221807,S646
99651,840008735,542132196809269997,S646
26539,840008735,440781196401064618,S646
96847,840008735,441821195801161244,S646
2285,840008735,152528194402278627,S646
49905,640004969,419001199603084293,K586
99020,640004969,230903196301061703,K586
22301,640004969,445322199107182345,K586
19338,640004969,350622198902161792,K586
88933,640004969,220103198203091734,K586
49905,940000310,419001199603084293,R100
99857,940000310,140723196210280559,R100
1282,940000310,130725200103076659,R100
38930,940000310,230184194409163707,R100
17643,940000310,13070119630718503X,R100
27945,340000862,65292619981111958X,S041
98167,340000862,420103197407230786,S041
24374,340000862,321183197207136428,S041
67339,340000862,530702193909013187,S041
2291,340000862,320982198406140340,S041
84316,940007657,653001195705128665,T008
24464,940007657,320583196112071277,T008
68472,940007657,451031194910264054,T008
94363,940007657,230521193206228429,T008
59315,940007657,340101198503215553,T008
95895,140001399,130984198603099081,C682
37244,140001399,341203196103164267,C682
12052,140001399,450521196904159322,C682
9518,140001399,150423195510172980,C682
99758,140001399,140729196911061904,C682
93141,240008777,510521197112063681,H447
76625,240008777,640381198102111298,H447
35296,240008777,430501193703108091,H447
38213,240008777,450200198107121613,H447
52919,240008777,610701194509023157,H447
93141,240001613,510521197112063681,A553
41989,240001613,510504197608072235,A553
62118,240001613,430426196106170773,A553
22195,240001613,632324193104302098,A553
72647,240001613,371002195301063735,A553
61443,640003435,65282319650519708X,S303
43292,640003435,320623200112289514,S303
1368,640003435,520621193001258098,S303
45305,640003435,410181196204068830,S303
66600,640003435,14012119931118373X,S303
76991,540007240,422827198110123176,A276
48617,540007240,532622195607110310,A276
21108,540007240,360730194304269866,A276
54315,540007240,210604199706091513,A276
67381,540007240,130722194607145219,A276
73594,440001368,130804197403316182,K626
46146,440001368,450122196503254585,K626
29285,440001368,361124195901031288,K626
6350,440001368,510122195509210286,K626
52652,440001368,610828199309278823,K626
45866,540004521,440703195009207684,Y625
99942,540004521,420800193805045421,Y625
24298,540004521,441882196305115609,Y625
56331,540004521,310110197103144609,Y625
76809,540004521,232722199710058576,Y625
78085,140003810,120200195001152593,Y764
653,140003810,542521194307242843,Y764
71211,140003810,421200195912033300,Y764
42325,140003810,410325197809185161,Y764
76065,140003810,341203197307036093,Y764
32896,640008341,421221196701032232,Z560
16967,640008341,350825198707206721,Z560
46712,640008341,610000193704060755,Z560
1727,640008341,431103199201156308,Z560
68029,640008341,370305196108129439,Z560
44008,840001651,210905195302218367,D749
94224,840001651,450401194408232260,D749
86359,840001651,420704195011099232,D749
15848,840001651,650107199710081565,D749
44060,840001651,511324197910272663,D749
68703,940002772,131181194206030486,L541
41531,940002772,43100319590913969X,L541
68059,940002772,371103195905273006,L541
66172,940002772,610829196705141960,L541
95914,940002772,533300193706053160,L541
98497,240003500,330382199509080401,S013
87000,240003500,310110194906041343,S013
73164,240003500,510521195310242374,S013
6240,240003500,510725196812237146,S013
63314,240003500,421381198611012386,S013
81341,740008389,410304194306242595,Y274
84648,740008389,360481195209251199,Y274
37184,740008389,371427199211052730,Y274
16442,740008389,370832193212217263,Y274
79417,740008389,361024196811288257,Y274
81341,140000875,410304194306242595,S042
41531,140000875,43100319590913969X,S042
71010,140000875,430802197607260684,S042
83554,140000875,321182199004252624,S042
77783,140000875,150785195612294431,S042
13898,640005634,520621194904018217,Z750
67012,640005634,430406194108155783,Z750
65713,640005634,230108194604093533,Z750
66894,640005634,130981194410289818,Z750
52364,640005634,350782199204297867,Z750
13898,140005392,520621194904018217,A014
95797,140005392,220204193602280478,A014
91525,140005392,211004194202159495,A014
66484,140005392,542500197206079946,A014
77007,140005392,420200193108144181,A014
86328,540000781,500223193612207369,T440
23170,540000781,350926198012245654,T440
83781,540000781,51190119380521754X,T440
78440,540000781,540230198109053087,T440
77886,540000781,310112195207079606,T440
25637,940009782,340321198207293190,A407
32876,940009782,632324194811010443,A407
89912,940009782,350802199209302411,A407
97197,940009782,520302197410247683,A407
13462,940009782,440203194701065430,A407
41531,140005090,43100319590913969X,G090
53193,140005090,320402193306117600,G090
96459,140005090,429004200012258980,G090
92276,140005090,440200194307048123,G090
24165,140005090,420505198405073974,G090
41531,840008230,43100319590913969X,C897
31417,840008230,440118195210068753,C897
56771,840008230,341523199707186454,C897
34202,840008230,421224194604230739,C897
55128,840008230,350627198006298135,C897
23170,240001049,350926198012245654,G308
5852,240001049,450323199907271681,G308
84787,240001049,130624197710165040,G308
4478,240001049,130984194303285124,G308
93004,240001049,532622197402102690,G308
23170,940004766,350926198012245654,E982
25737,940004766,620700196603071360,E982
6795,940004766,530924195003046511,E982
97706,940004766,510726193508253216,E982
21618,940004766,320412193711201681,E982
23170,240008160,350926198012245654,H803
87849,240008160,441781198306208775,H803
21706,240008160,130105199308114176,H803
45398,240008160,411101195510218563,H803
83298,240008160,141029198608178765,H803
99942,540008089,420800193805045421,C288
17743,540008089,130224194311309902,C288
95914,540008089,533300193706053160,C288
92248,540008089,610628199908276300,C288
8511,540008089,34132419490618629X,C288
82443,140004480,23060319820530689X,T735
35274,140004480,440403193804295120,T735
92276,140004480,440200194307048123,T735
77564,140004480,34070219731017215X,T735
98095,140004480,210711195111230802,T735
82443,540006503,23060319820530689X,L860
73510,540006503,532801193311305389,L860
31417,540006503,440118195210068753,L860
53269,540006503,341881193006246365,L860
31009,540006503,340621195903099992,L860
27336,840002696,610802198712216501,D039
95013,840002696,140108199304257410,D039
28637,840002696,532926193602164064,D039
89861,840002696,130625195904113828,D039
33558,840002696,361022195112311086,D039
27336,840005685,610802198712216501,Z887
23964,840005685,140925197410315195,Z887
57050,840005685,130521195106014939,Z887
11033,840005685,350800196604163283,Z887
77774,840005685,430400196405149241,Z887
91832,840002898,532503197806066361,Y672
59256,840002898,620521200103260069,Y672
96437,840002898,622901193203239844,Y672
33765,840002898,511523195707018956,Y672
91709,840002898,430923194906236717,Y672
35206,440001920,340000197006141817,Z349
34807,440001920,150824198302119108,Z349
65375,440001920,620521194510234097,Z349
42012,440001920,210402196706059815,Z349
49075,440001920,230281196410255209,Z349
32338,840003076,430225194212068274,R604
78479,840003076,420902197509210775,R604
28367,840003076,530124196910202080,R604
3296,840003076,210303195708107055,R604
33558,840003076,361022195112311086,R604
24489,240006010,230203196810147910,Z260
28353,240006010,451402196010113938,Z260
32876,240006010,632324194811010443,Z260
87787,240006010,360701199201043144,Z260
78271,240006010,130983195402132471,Z260
82454,940000891,340823194303297660,C058
68670,940000891,510124197207152633,C058
38873,940000891,411521197203262245,C058
54028,940000891,360111198806282266,C058
54936,940000891,450303195707268126,C058
82454,540004231,340823194303297660,E352
72753,540004231,320585196709303213,E352
73224,540004231,220600194706088174,E352
95527,540004231,650100193206134179,E352
48926,540004231,130535198512046727,E352
82454,240004557,340823194303297660,D616
72647,240004557,371002195301063735,D616
22173,240004557,421100193506239464,D616
43567,240004557,130131195303047554,D616
27084,240004557,620402195402093266,D616
29800,740009246,421201199403022341,L396
98266,740009246,510801195910207856,L396
93501,740009246,500223198511268851,L396
4248,740009246,430621198702157928,L396
62881,740009246,410527199603234098,L396
52021,240003745,654223199307224713,H907
72624,240003745,441602198008265199,H907
58997,240003745,65302319740526331X,H907
26756,240003745,533421193611278161,H907
14265,240003745,653101196607143634,H907
68333,840002872,340521197009113263,R053
47092,840002872,120113197803088779,R053
7254,840002872,441900195403206869,R053
92261,840002872,522324194703057388,R053
22571,840002872,350725194006291325,R053
88981,540003938,620524195604125389,D279
36349,540003938,44180319750318644X,D279
26167,540003938,440300196902277996,D279
41118,540003938,350400197609113632,D279
38289,540003938,469029197606014748,D279
37244,140003174,341203196103164267,K554
38834,140003174,513432195102054308,K554
94474,140003174,532500194208016177,K554
35138,140003174,530801195810154383,K554
76065,140003174,341203197307036093,K554
44366,440004119,622900198405287517,A180
36166,440004119,654221198208221974,A180
47985,440004119,52262419910116314X,A180
85438,440004119,510115196811042421,A180
72436,440004119,430112193908218814,A180
44366,840003028,622900198405287517,Y858
45782,840003028,370501194412183823,Y858
95681,840003028,510321196007309947,Y858
19541,840003028,520602196206133410,Y858
17215,840003028,370784195004202876,Y858
76933,540007116,361121198203084889,E861
23002,540007116,513429194707196795,E861
43567,540007116,130131195303047554,E861
47159,540007116,230600194102010300,E861
82864,540007116,150800194107096087,E861
76933,540001209,361121198203084889,K473
37995,540001209,532600199903215467,K473
64813,540001209,220282199406243297,K473
29821,540001209,450921198206220246,K473
83045,540001209,36092219870107501X,K473
21163,140000084,420202199905205709,G807
9854,140000084,410522197210099576,G807
18051,140000084,34011119850526006X,G807
84962,140000084,370301196712153165,G807
94474,140000084,532500194208016177,G807
55194,640000830,220106196302051359,D743
14847,640000830,420381199209041430,D743
7254,640000830,441900195403206869,D743
85993,640000830,653022199712015626,D743
97882,640000830,652223196907197418,D743
76625,840006275,640381198102111298,D346
59616,840006275,654226194101305370,D346
54315,840006275,210604199706091513,D346
15376,840006275,130929197906219328,D346
65581,840006275,451300199112299767,D346
56416,140007169,15252919900823617X,E056
51336,140007169,130301197602233228,E056
68711,140007169,230828193503255934,E056
36993,140007169,330603194802176152,E056
63024,140007169,230281199910211417,E056
76138,640004382,430424199509239473,Z098
46247,640004382,510303195501017010,Z098
2244,640004382,320900197112100280,Z098
9742,640004382,230405194011309164,Z098
67540,640004382,321023198306243600,Z098
17094,640002632,371427193504125289,N660
68670,640002632,510124197207152633,N660
35704,640002632,360730198505098571,N660
95466,640002632,230708193601211299,N660
89585,640002632,360730196607266573,N660
17094,440005595,371427193504125289,E134
55520,440005595,500109200107227481,E134
35999,440005595,130821199611056237,E134
28652,440005595,652801199609149360,E134
57248,440005595,511901193506073224,E134
98266,640004148,510801195910207856,C006
42530,640004148,430401197501147490,C006
52982,640004148,542526199008179228,C006
34326,640004148,62122219671002406X,C006
78611,640004148,32108419991025408X,C006
95473,740006507,430103199101218347,T354
24374,740006507,321183197207136428,T354
12015,740006507,230123196709257891,T354
61020,740006507,511323197006105780,T354
6321,740006507,320801193910025070,T354
95473,840005673,430103199101218347,A234
72217,840005673,511325200105071501,A234
21706,840005673,130105199308114176,A234
3208,840005673,411102199111018227,A234
36841,840005673,350783199611192874,A234
95473,940003556,430103199101218347,N121
43177,940003556,210505196710175119,N121
2244,940003556,320900197112100280,N121
25082,940003556,410803195406059515,N121
17643,940003556,13070119630718503X,N121
95473,940005971,430103199101218347,H652
56348,940005971,411400195111242259,H652
54028,940005971,360111198806282266,H652
93655,940005971,510107193709192091,H652
81393,940005971,410926195503073685,H652
63479,540001591,120111193110258340,K454
73843,540001591,650201195009143069,K454
21423,540001591,350981195111047865,K454
45716,540001591,130323197301088715,K454
14878,540001591,511421199312112219,K454
97365,640002776,45012219590424325X,D398
24961,640002776,430801195805131220,D398
7254,640002776,441900195403206869,D398
25852,640002776,360105197207194422,D398
39660,640002776,520123198903250595,D398
93130,140000503,13060119370628401X,H621
49838,140000503,630121193312032158,H621
35999,140000503,130821199611056237,H621
22835,140000503,150121197401224091,H621
23232,140000503,34040319980921782X,H621
93130,540001112,13060119370628401X,R021
53962,540001112,43011219910710673X,R021
28637,540001112,532926193602164064,R021
23002,540001112,513429194707196795,R021
25157,540001112,371522195206231086,R021
88579,340003334,542423197508317945,D074
51436,340003334,440703199207246674,D074
86398,340003334,350122194609190361,D074
95775,340003334,621126199502046495,D074
32794,340003334,350122199109167731,D074
88579,540003802,542423197508317945,Z757
76781,540003802,441422197602254652,Z757
46517,540003802,350502194807305250,Z757
442,540003802,360923196801061229,Z757
48654,540003802,420702198209052297,Z757
6645,640006008,450923198610199242,L695
48617,640006008,532622195607110310,L695
67382,640006008,622922196810273038,L695
81926,640006008,532530195807139665,L695
34785,640006008,230109195311101596,L695
99921,440001512,360500196604090251,L202
34826,440001512,610826193112146472,L202
17586,440001512,445322193207033331,L202
667,440001512,140926198709021379,L202
7326,440001512,65010119720420000X,L202
1544,540007145,610928196308186945,L214
75487,540007145,620524198701057123,L214
73843,540007145,650201195009143069,L214
17677,540007145,540224198107187340,L214
8932,540007145,431302197801288203,L214
86390,940004230,130728195409306133,H520
31417,940004230,440118195210068753,H520
73752,940004230,429000197511146625,H520
73164,940004230,510521195310242374,H520
4633,940004230,371401196508018368,H520
87870,740005404,12011219521026089X,T686
55896,740005404,410329195901312350,T686
83142,740005404,513425199908073692,T686
32410,740005404,532322197506137090,T686
75055,740005404,440605197604294854,T686
92772,240003197,150428195111020244,K954
21066,240003197,310112197501125721,K954
79380,240003197,310200199912063763,K954
88315,240003197,430112194010205472,K954
34823,240003197,140924193610149174,K954
51614,640001735,130700196601129278,R016
44563,640001735,360982199503249913,R016
95729,640001735,141031193409207112,R016
97555,640001735,620621197402259405,R016
4815,640001735,371522198108110604,R016
54643,540000699,530427197211079749,L203
66353,540000699,370600193312254545,L203
61137,540000699,330382194911139149,L203
73116,540000699,469027195901042619,L203
85585,540000699,220282197810299920,L203
54643,340000519,530427197211079749,Y953
77653,340000519,652801194803262284,Y953
55573,340000519,340300195211017011,Y953
28990,340000519,330328200004070555,Y953
26764,340000519,610304195110119255,Y953
53791,840000623,632522196202278898,E973
55720,840000623,140830193403235979,E973
76067,840000623,340304194209258749,E973
46082,840000623,321311198103223037,E973
6536,840000623,331000195710011709,E973
53791,740006295,632522196202278898,C018
78188,740006295,63260019470317637X,C018
52536,740006295,522727199111048676,C018
93539,740006295,220702194712209022,C018
41954,740006295,621023198404053190,C018
94224,740007552,450401194408232260,T123
44563,740007552,360982199503249913,T123
53107,740007552,430900194803149990,T123
34202,740007552,421224194604230739,T123
72090,740007552,441826198303060569,T123
49323,140009631,652327194312283087,G575
91425,140009631,140622193603030774,G575
47851,140009631,469025196205045965,G575
94743,140009631,130628195410018934,G575
12762,140009631,32092419660314273X,G575
97463,240005424,130209193709259214,K940
37290,240005424,410700194408014485,K940
49314,240005424,540231194408307604,K940
17254,240005424,130105194908079244,K940
36275,240005424,430581194902267649,K940
14570,340007594,450681196805022285,A250
13907,340007594,441225199202166175,A250
1648,340007594,230281193004143750,A250
29559,340007594,65010419330414056X,A250
23232,340007594,34040319980921782X,A250
14570,540008454,450681196805022285,R119
4997,540008454,15080019971227274X,R119
72217,540008454,511325200105071501,R119
32196,540008454,340711196812050875,R119
82326,540008454,330324194204301369,R119
14570,240006469,450681196805022285,D768
3413,240006469,429005197311110734,D768
81173,240006469,41081119990121834X,D768
74867,240006469,511322199109140848,D768
9702,240006469,341524195611177420,D768
62118,640004057,430426196106170773,K266
68670,640004057,510124197207152633,K266
8965,640004057,630101194206054299,K266
52533,640004057,370302198511089334,K266
18462,640004057,540235195910159977,K266
62118,440000818,430426196106170773,G298
9854,440000818,410522197210099576,G298
6255,440000818,320324198107051341,G298
31869,440000818,422801195602085391,G298
63589,440000818,410527198802214917,G298
44604,940004531,640200196212060206,D738
14006,940004531,610522196210241037,D738
95862,940004531,522625193611300692,D738
35790,940004531,210600199407175535,D738
38170,940004531,445122200012116526,D738
44604,140006892,640200196212060206,Y455
84330,140006892,510403198310308076,Y455
47809,140006892,370703195411171271,Y455
9950,140006892,141124194107267909,Y455
22835,140006892,150121197401224091,Y455
9854,740007836,410522197210099576,T484
28353,740007836,451402196010113938,T484
88729,740007836,410222198809158171,T484
33228,740007836,62122519650408794X,T484
1225,740007836,410602196209255848,T484
14023,440002321,450503199101293713,R960
61696,440002321,532501195105285754,R960
99465,440002321,350583195908040434,R960
48939,440002321,371301198712151012,R960
24351,440002321,440823194104122757,R960
14023,740004915,450503199101293713,G844
68662,740004915,210901193910153232,G844
54749,740004915,430304196208249788,G844
84558,740004915,140621199801262649,G844
77848,740004915,210604194810218032,G844
2841,140009303,542623194907199429,L272
56310,140009303,36062220010306770X,L272
27292,140009303,533300194106195581,L272
4248,140009303,430621198702157928,L272
95477,140009303,511923199510293081,L272
23892,840003798,530630197806206937,Z725
51902,840003798,500119198711183369,Z725
77811,840003798,420104194410230325,Z725
15647,840003798,350681200003273600,Z725
68886,840003798,13043419830315763X,Z725
23892,240008482,530630197806206937,K630
1865,240008482,140828193211295203,K630
96219,240008482,33050219531028650X,K630
96612,240008482,130130199708134439,K630
43680,240008482,330109198511041345,K630
11599,640007230,152530196105041966,L376
44577,640007230,341623194410091510,L376
48357,640007230,130923194106285560,L376
96125,640007230,431129199904140832,L376
79810,640007230,511526193907147218,L376
32887,240001138,150627196405068090,N601
49520,240001138,321101199502202453,N601
84787,240001138,130624197710165040,N601
27994,240001138,53038119410909639X,N601
82518,240001138,542430196504246886,N601
42040,740008116,53290019540918603X,S614
61689,740008116,511123195306109193,S614
22643,740008116,622922199108243473,S614
22571,740008116,350725194006291325,S614
56156,740008116,371302198803221828,S614
42040,940008472,53290019540918603X,C151
96114,940008472,460101193111121210,C151
98866,940008472,350504197408120554,C151
64899,940008472,610100193803047340,C151
62760,940008472,530724199003305269,C151
81276,240003376,610403199510044835,Z912
1888,240003376,46020019590126461X,Z912
69708,240003376,140827195704054398,Z912
68886,240003376,13043419830315763X,Z912
81723,240003376,350111196305208091,Z912
53138,240003143,520382193304078891,E136
61759,240003143,230722198911271588,E136
66894,240003143,130981194410289818,E136
34823,240003143,140924193610149174,E136
26037,240003143,530523197804258136,E136
58782,340007063,431102194210026629,R471
26463,340007063,450601195308104750,R471
66181,340007063,520628200101116932,R471
65891,340007063,410211198303170836,R471
6203,340007063,210423195812208834,R471
58782,840005436,431102194210026629,H272
9329,840005436,623001197711214790,H272
11271,840005436,510300198105112766,H272
8420,840005436,411622198610263743,H272
64712,840005436,45010319760626620X,H272
23964,540003659,140925197410315195,L440
82168,540003659,511424194010213029,L440
4596,540003659,441403194405180735,L440
46082,540003659,321311198103223037,L440
6203,540003659,210423195812208834,L440
38958,640009619,640302197309227925,Y989
42048,640009619,210100195904230966,Y989
72624,640009619,441602198008265199,Y989
66068,640009619,440604197409162817,Y989
52919,640009619,610701194509023157,Y989
38958,540008881,640302197309227925,Z607
64433,540008881,360826197105247378,Z607
87370,540008881,610402199810143038,Z607
15434,540008881,131028197606082775,Z607
29517,540008881,320600193303194094,Z607
83335,540006030,522301194505194950,T684
23409,540006030,13082319780910885X,T684
84558,540006030,140621199801262649,T684
52364,540006030,350782199204297867,T684
52652,540006030,610828199309278823,T684
83335,940002798,522301194505194950,Y750
3749,940002798,320102197710168452,Y750
27601,940002798,430301196902067328,Y750
77759,940002798,110200197909250967,Y750
25362,940002798,513432198612019784,Y750
48308,840003277,522632200112273147,G247
93553,840003277,620101200103047455,G247
94743,840003277,130628195410018934,G247
47410,840003277,520600197310150183,G247
52536,840003277,522727199111048676,G247
47070,340005318,360502200002144656,N942
17743,340005318,130224194311309902,N942
25725,340005318,341621198106304599,N942
95871,340005318,610600195002082935,N942
29821,340005318,450921198206220246,N942
47070,440004032,360502200002144656,D410
31366,440004032,220112197904150225,D410
96827,440004032,469026193609177561,D410
78419,440004032,371701194401219394,D410
34954,440004032,659001193504211768,D410
15645,340003790,62290119790731736X,T959
11508,340003790,440700198601259314,T959
93424,340003790,44022219351231085X,T959
71257,340003790,130208200108108433,T959
48329,340003790,510321200003133453,T959
12015,340000397,230123196709257891,D219
3749,340000397,320102197710168452,D219
68662,340000397,210901193910153232,D219
95527,340000397,650100193206134179,D219
46257,340000397,230405197110141516,D219
12015,640000913,230123196709257891,R945
870,640000913,231182194011103227,R945
48016,640000913,371521199204052799,R945
15144,640000913,320507196611061173,R945
41055,640000913,12022319760509480X,R945
26919,140001699,621101194306214535,H980
55083,140001699,450327197406078062,H980
96977,140001699,350581196012266248,H980
93096,140001699,532926197102161850,H980
13528,140001699,23080319550926397X,H980
56399,940007510,450323195206307794,T480
11197,940007510,350629196710129849,T480
67012,940007510,430406194108155783,T480
8949,940007510,140501197910073732,T480
7381,940007510,520621199812060250,T480
56399,640009984,450323195206307794,S582
46721,640009984,411403198504128847,S582
84950,640009984,421303193404074742,S582
43073,640009984,370283195708160105,S582
62418,640009984,511002195702261202,S582
61281,140003661,542625193401078628,T175
76781,140003661,441422197602254652,T175
9900,140003661,520322193909158038,T175
77831,140003661,310105196205079785,T175
84885,140003661,622901198012225952,T175
59256,140003102,620521200103260069,G592
46617,140003102,152900196009221709,G592
17147,140003102,130429199010119043,G592
98888,140003102,510824197012288846,G592
64813,140003102,220282199406243297,G592
28353,340005136,451402196010113938,Y239
26709,340005136,450804195611216835,Y239
21423,340005136,350981195111047865,Y239
83506,340005136,430401198808316855,Y239
89585,340005136,360730196607266573,Y239
95013,740008212,140108199304257410,T632
95681,740008212,510321196007309947,T632
72157,740008212,451228197604191690,T632
96977,740008212,350581196012266248,T632
67630,740008212,420381199210295665,T632
85260,940003046,230811196407073678,L733
27054,940003046,330226196811292704,L733
72722,940003046,150302197903134215,L733
48525,940003046,35040219870124160X,L733
87795,940003046,131003194509306772,L733
49743,640001048,610425196912208155,G054
44548,640001048,230402194211063382,G054
97668,640001048,150400199109085278,G054
35103,640001048,450603195310199392,G054
79757,640001048,451301199103162001,G054
62441,840009414,51082219450707742X,H104
66537,840009414,610901194007256832,H104
82159,840009414,421201199107035711,H104
9764,840009414,350822200108013216,H104
3975,840009414,340823200011121688,H104
96114,940003081,460101193111121210,N955
8263,940003081,640381193512258329,N955
8663,940003081,511503194708097297,N955
6240,940003081,510725196812237146,N955
4723,940003081,331021199811105843,N955
23945,640002293,421000193504118946,T342
83877,640002293,430724193108089960,T342
13935,640002293,232722194305066684,T342
22566,640002293,230305196901068597,T342
54834,640002293,510822194311088098,T342
23945,540003977,421000193504118946,L631
65035,540003977,610701198903134136,L631
43300,540003977,610625199902012655,L631
78271,540003977,130983195402132471,L631
1602,540003977,231083195905160306,L631
25053,840008399,13032419890814485X,A038
82433,840008399,152531195502021944,A038
73224,840008399,220600194706088174,A038
35070,840008399,150300196909228290,A038
53978,840008399,532927195512188711,A038
92974,940000273,520321197210051503,L289
21534,940000273,130126194905130368,L289
79936,940000273,44510119540128179X,L289
36993,940000273,330603194802176152,L289
4671,940000273,22080019490120010X,L289
92974,740004433,520321197210051503,G371
4478,740004433,130984194303285124,G371
61689,740004433,511123195306109193,G371
56331,740004433,310110197103144609,G371
72436,740004433,430112193908218814,G371
51902,440003349,500119198711183369,S914
3770,440003349,450303198001087773,S914
95775,440003349,621126199502046495,S914
33779,440003349,430482196203293362,S914
88315,440003349,430112194010205472,S914
21577,740002615,44522219500630213X,K941
85238,740002615,411100195205041275,K941
63703,740002615,510923193312124211,K941
58613,740002615,621228194107072365,K941
91998,740002615,130922198007136326,K941
1175,240001491,440881193209028774,A550
5500,240001491,654226199510012942,A550
