jid,sfzh,xm,gj,address
98866,350504197408120554,鲍红霞,加蓬,湖南省柳市沙市梁街m座
38867,620602198703218426,金凤英,安圭拉岛英,宁夏回族自治区佳市白云李路O座
58868,120112197010085336,吴鑫,圣多美和普林西比,云南省梧州县平山广州路M座
68869,513332197104191182,姚丽娟,墨西哥,四川省丽娟市山亭淮安街E座
48870,360401194709229450,李丹,赤道几内亚,青海省郑州县翔安袁街V座
18871,530625193303191906,杜娜,墨西哥,甘肃省建国市兴山银川路b座
18872,15030419771216828X,龚凤兰,南非,广西壮族自治区萍市门头沟大冶街k座
38873,411521197203262245,李秀云,纳米比亚,西藏自治区海口县普陀南京路V座
18874,37148119670419271X,孙军,加拿大,青海省伟县花溪海门路k座
18875,610500196710214248,王鑫,巴拉圭,海南省长春市永川西宁路I座
78876,542223195006227042,江倩,危地马拉,浙江省兴安盟县江北柯街D座
78877,540234196511191628,陈璐,智利,宁夏回族自治区永安县门头沟郑路R座
78878,141030194001122981,刘春梅,不丹,宁夏回族自治区宁县龙潭高路v座
28879,654003193706193818,李冬梅,俄罗斯,广东省亮市门头沟武汉街t座
98880,623023195308077473,何桂英,安哥拉,内蒙古自治区帅县南湖徐街i座
38881,623022196405240672,吴飞,托克劳群岛,浙江省琴市南湖李路t座
58882,820000200008239649,张敏,吉尔吉斯斯坦,安徽省成县高港颜路t座
28883,532324196207207720,董艳,圣赫勒拿,福建省上海市城北宜都路B座
28884,230706199510031676,范秀荣,波多黎各,上海市南京县白云王街Y座
48885,513232193103100476,刘颖,沙特阿拉伯,江西省合肥县大兴杨街i座
68886,13043419830315763X,荆建华,比利时,云南省建华市翔安张路w座
68887,542232195707211285,袁桂香,德国,江西省潮州县翔安潮州路V座
98888,510824197012288846,王桂芳,泰国,台湾省北镇市金平海口路T座
88889,441882199011284224,郭丽娟,马里,澳门特别行政区洁县花溪拉萨路e座
18890,210711198408070946,莫婷婷,挪威,陕西省柳州市牧野沈阳路K座
98891,231182196103256369,刘欣,保加利亚,湖北省南宁县吉区柳州路v座
18892,120114197610188673,崔桂英,拉脱维亚,湖南省明县金平史街g座
68893,500228199708201657,孔瑜,瑞士,澳门特别行政区淑兰市普陀寇街D座
28894,610427194105157324,温雪梅,印度,江苏省龙市涪城张家港路v座
58895,340801195505234971,郑龙,伊拉克,陕西省邯郸县东城罗街u座
38896,37172319831113617X,张岩,挪威,黑龙江省秀兰市南溪丁路n座
18897,640104199903234600,姜玉英,俄罗斯,香港特别行政区齐齐哈尔县梁平宁德街J座
28898,350821199411082108,巫雪梅,几内亚比绍,台湾省平市淄川周路r座
88899,511681195601306246,吴金凤,比利时,山西省瑞县西峰佛山街E座
68900,500101197510170539,阎玉,斯洛文尼亚,安徽省超县吉区刘路I座
38901,532331194909292557,高秀华,斐济,云南省秀芳市沙市解路o座
18902,45138119450918711X,韩丽娟,马来西亚,江西省合山市南溪刘街L座
58903,411103194811302388,赵宁,荷属安的列斯群岛,内蒙古自治区雪梅县大兴广州街g座
58904,500231199105257078,李瑜,安圭拉岛英,内蒙古自治区福州县丰都合肥街y座
58905,130204200009166296,杨璐,伊拉克,香港特别行政区平县吉区长春路n座
38906,230208198911271049,彭桂芝,加蓬,上海市娜县高明澳门街w座
88907,152222197304193792,孙鑫,冰岛,澳门特别行政区丽丽县孝南黄街X座
38908,360731199010312418,潘桂香,留尼汪岛,福建省瑞县山亭邓街X座
68909,370125198206215684,林霞,安道尔,海南省阜新市吉区刘街Q座
58910,542521198108089995,张成,诺福克岛,吉林省志强市清城张街G座
28911,450330197012135624,唐丽,芬兰,广东省玉兰市上街戴路c座
58912,350701194611037367,申秀兰,尼日尔,重庆市兰州市上街荆门街E座
98913,232700196502051853,张杨,叙利亚,湖北省桂荣市大东成都路J座
98914,230710199307292795,邢欣,阿鲁巴岛,云南省惠州市徐汇宜都路Y座
68915,530113195502194209,孙柳,圣卢西亚,香港特别行政区彬县怀柔张路t座
98916,320300196209166625,张丽华,芬兰,澳门特别行政区张家港市清浦哈尔滨街C座
38917,340703193212071687,李超,阿塞拜疆,福建省秀荣市门头沟李路a座
58918,513328199912263142,何淑兰,伊拉克,宁夏回族自治区红霞市花溪合肥街L座
58919,410422193107153809,郝海燕,马里亚纳群岛,黑龙江省福州市南溪长沙街e座
48920,500110198808062144,陈艳,迪戈加西亚岛,重庆市福州县怀柔靳路w座
98921,110117194012202424,陈冬梅,比利时,广西壮族自治区梧州县新城高路q座
98922,621023197202056620,王秀梅,阿塞拜疆,湖北省红县孝南呼和浩特路W座
68923,340111197002055481,来秀荣,维尔京群岛和圣罗克伊,陕西省秀华市清浦祝街a座
58924,510823194203118516,王涛,智利,新疆维吾尔自治区潜江市龙潭董路r座
38925,41172819680229504X,叶宇,奥地利,广东省宜都市城北杨路E座
48926,130535198512046727,杨小红,加纳,香港特别行政区六盘水市上街巢湖路c座
28927,500237198401310308,张涛,日本,四川省伟市合川长沙街q座
28928,710000195912092391,韩小红,图瓦卢,广西壮族自治区成都市徐汇台北街m座
38929,630202197507098047,季桂香,卢旺达,广东省浩县涪城通辽路w座
38930,230184194409163707,喻淑英,加那利群岛,台湾省桂花县西夏成都街S座
18931,340304195404058720,李琴,苏丹,云南省辉市海陵朱街M座
98932,511502195710142358,石红霞,马达加斯加,天津市广州县海陵澳门街H座
88933,220103198203091734,彭淑英,美国,上海市香港市魏都单街h座
58934,420203195504040462,张峰,黎巴嫩,西藏自治区婷市城北杜街o座
78935,542125199309268082,王淑英,喀麦隆,贵州省香港县璧山兴城路F座
98936,420103197903010109,陆桂芝,尼日尔,海南省玲县崇文文街E座
58937,530129196707149466,杨欣,迪戈加西亚岛,湖南省淑兰县新城吴路r座
88938,211303195105038979,陈强,韩国,陕西省淮安县上街西安街o座
48939,371301198712151012,刘娜,梵蒂冈,黑龙江省贵阳县海港西宁街S座
78940,140226193905222329,林玉珍,阿曼,四川省郑州县白云长春街e座
38941,445301198311177520,王畅,阿富汗,甘肃省贵阳县淄川西宁路s座
48942,450721195405096829,门晶,巴哈马国,湖北省哈尔滨县清城呼和浩特街v座
98943,150602195905200527,陈玉梅,约旦,江西省萍市城东杨街m座
68944,220582198808139961,沈柳,贝宁,云南省桂芳市静安席街s座
78945,320281198302277241,王秀珍,法国,新疆维吾尔自治区呼和浩特县南溪荆门街S座
38946,520303195201228731,易建平,西撒哈拉,贵州省昆明市西夏长沙街f座
28947,141034196708136468,林宇,斯洛文尼亚,香港特别行政区芳县高明朱路H座
98948,210124196012119563,王倩,乌拉圭,河北省张家港市和平惠州路I座
98949,220303199707069069,涂秀兰,圣赫勒拿,台湾省潜江县平山刘街A座
68950,530628197608100435,沈玉兰,巴拿马,福建省桂芝县翔安李街R座
78951,513425196307032488,刘凯,迪戈加西亚岛,吉林省邯郸市花溪高街n座
48952,13072419670521446X,赵玲,美国,湖北省辛集市涪城佛山街c座
68953,360730195205208085,彭英,乌兹别克斯坦,山西省张家港县城北六安路P座
98954,341102194606039993,贺丹丹,法属圭亚那,新疆维吾尔自治区北镇县友好成都街n座
78955,610728199311081098,曾龙,突尼斯,香港特别行政区昆明县南长戴街e座
18956,321281195012011565,韦楠,新喀里多尼亚群岛,黑龙江省淑英市浔阳陈街b座
58957,440982196809306550,王艳,几内亚,天津市玉华县高港李路m座
38958,640302197309227925,张洋,突尼斯,湖南省利县南溪梧州路z座
88959,610422198305292922,林秀华,克罗地亚,安徽省秀英市长寿长沙街I座
38960,330304194102151536,刘琴,叙利亚,西藏自治区巢湖市朝阳王街K座
28961,632722198410316262,崔丽丽,冈比亚,天津市太原县蓟州天津路z座
98962,14042519550627749X,蒋桂荣,留尼汪岛,安徽省畅市沈北新马路c座
18963,430501198109216076,史娜,安圭拉岛英,北京市呼和浩特市安次程街g座
68964,371324193602075321,贺健,赤道几内亚,山西省拉萨县东城长春路e座
18965,320831195003146239,张霞,瑞士,青海省明市高港周路O座
78966,330482198910054454,孟杨,毛里求斯,辽宁省哈尔滨市门头沟王街H座
58967,141002194804299259,袁琳,泰国,新疆维吾尔自治区台北市崇文贾路q座
98968,350821195802038552,黄梅,古巴,香港特别行政区沈阳市牧野邯郸路j座
68969,62012319750914710X,张燕,巴拉圭,河北省旭市普陀任路d座
58970,510121199405035892,陆军,罗马尼亚,新疆维吾尔自治区太原市南长合肥路y座
48971,130200199403081222,岳丽娟,马拉维,内蒙古自治区天津市南溪辛集街l座
38972,321282197403174295,高帅,阿根廷,辽宁省张家港县沙湾深圳路p座
78973,542525198711139761,丁想,伊拉克,北京市龙县魏都潘街o座
18974,510704199808117004,刘雪,赞比亚,广东省利市海港黄路a座
98975,34052119980806978X,段燕,挪威,山东省台北市东城武汉街s座
88976,370700197604243593,卢磊,开曼群岛,青海省大冶县沙湾王街t座
68977,140107193003150720,李兵,西撒哈拉,新疆维吾尔自治区阳县魏都海门路w座
68978,141123199905227078,彭伟,朝鲜,天津市呼和浩特县西峰沈阳路C座
28979,131023197609108625,刘雪,哥斯达黎加,辽宁省玉梅市高明梧州路y座
28980,350000199709038622,许冬梅,阿森松,江苏省晨市龙潭武汉路P座
88981,620524195604125389,高桂芝,格陵兰岛,江苏省武汉县秀英李街s座
88982,530823194801046130,罗晶,德国,江西省柳州县高坪惠州路k座
78983,530426198603058523,雷雪梅,马来西亚,黑龙江省六安县萧山黄路j座
18984,220501194409039094,陈杰,越南,山西省静县南湖昆明街H座
68985,130132199811056718,古丽娟,卡塔尔,河北省文县高坪彭街n座
78986,150824197108164082,贺秀珍,巴巴多斯,湖南省西宁县南长佛山路R座
98987,540225193510199900,平欢,安道尔,台湾省潮州县翔安林街l座
18988,230722196401191343,许鑫,泰国,辽宁省北京县普陀罗街o座
78989,230304194904027269,梁燕,秘鲁,宁夏回族自治区婷婷市牧野台北街E座
28990,330328200004070555,曾文,多米尼加共和国,安徽省雪梅市海港康街i座
18991,542225196901313649,兰文,贝宁,甘肃省西宁县蓟州区路k座
28992,140928194001034494,王凤英,德国,内蒙古自治区桂芝县安次海门路i座
28993,150927194307094209,袁淑英,奥地利,山东省鑫市闵行吴街m座
58994,513224198806149906,范慧,布隆迪,青海省昆明县大兴熊街C座
58995,340122196701241237,王坤,希腊,北京市玉华县黄浦宁德街t座
38996,15070219661219467X,邓桂香,瓦里斯和富士那群岛,陕西省兴城市黄浦东莞路C座
58997,65302319740526331X,阎洁,荷兰,台湾省岩市六枝特西安街x座
28998,361028198104272242,苏斌,伊拉克,新疆维吾尔自治区琳市崇文辛集街M座
68999,530629198607181334,陈秀芳,泰国,浙江省桂英市大东董路k座
79000,542625199310280262,刘莹,瑙鲁,江苏省洋市牧野陆街D座
59001,340311196706296722,王莹,瑞士,四川省梧州市大兴车路z座
99002,360729194306045916,谢秀珍,法国,福建省彬市西峰马鞍山街r座
59003,140402197112251574,张楠,东萨摩亚,青海省丽丽市怀柔刘路X座
49004,542422196212077654,赵建,赤道几内亚,重庆市旭县沙湾拉萨路N座
39005,330402198302243567,杜英,布基纳法索,西藏自治区倩县安次合肥街z座
19006,420701197606015325,彭龙,格鲁吉亚,广西壮族自治区玉兰县南溪邹街r座
99007,420117198802048143,涂涛,荷兰,福建省琳市永川齐齐哈尔路R座
79008,150522193011169031,李畅,乌干达,安徽省郑州市西夏王街F座
99009,150223199405222058,王平,特立尼达和多巴哥,宁夏回族自治区合山县金平范路E座
29010,210402197302147362,关博,桑给巴尔,香港特别行政区琳市黄浦香港路a座
59011,320981199104190025,李洋,纽埃岛,广西壮族自治区潜江县上街何路N座
39012,653225195502028260,张建军,法罗群岛,宁夏回族自治区秀荣市高明萧街d座
89013,220105199507073153,罗楠,维尔京群岛,海南省芳市东丽宋路N座
49014,450105197910166580,刘秀英,托克劳群岛,贵州省莹市南长石路M座
79015,410603198112090018,李小红,中途岛,澳门特别行政区东莞县魏都荆门路m座
69016,130530194810285611,周丹丹,阿根廷,云南省利县高坪张路F座
19017,360600199801153054,高雪,俄罗斯,四川省凯市翔安季街s座
79018,610102197902170687,孙莉,东萨摩亚,山东省上海县永川巢湖街l座
59019,510725198004048469,黄明,科威特,新疆维吾尔自治区阳县西峰香港街W座
99020,230903196301061703,李欢,马约特岛,香港特别行政区秀华县清河嘉禾路b座
79021,331022199908193364,常勇,瑙鲁,山西省玉梅市和平芦路j座
49022,530901195304021954,熊文,塞舌尔,辽宁省楠市安次郑街r座
89023,54243119791222808X,张超,阿拉斯加,江西省玉兰市山亭徐路b座
69024,511827199608156341,马杨,玻利维亚,河北省惠州县兴山柳州街K座
89025,620982196209139625,郭玲,海地,江西省淑珍市孝南潮州街h座
99026,320482195509260192,王建国,丹麦,湖南省琳县沈北新合肥路o座
89027,231000194703314201,刘桂芳,德国,湖南省秀华市清浦宜都街X座
29028,350824193907070102,蒋彬,巴拉圭,海南省岩市丰都通辽街Z座
99029,411023196507047588,高欣,老挝,甘肃省玲市东城王街Y座
59030,320901194410292535,王柳,乌干达,浙江省澳门市淄川叶街o座
19031,520100195612056110,常梅,贝宁,天津市梧州市黄浦哈尔滨路x座
29032,500119194803263253,张秀云,拉脱维亚,辽宁省成都县西夏长春路L座
89033,330329199002141576,张秀英,所罗门群岛,广东省荆门县华龙齐齐哈尔路o座
49034,441300195212236106,萧燕,巴拿马,甘肃省长沙市龙潭南京街c座
19035,421087197005243501,林霞,希腊,重庆市伟县双滦黄路p座
29036,220104198511212725,李玉梅,福克兰群岛,四川省潮州县高明李街d座
79037,410224196608126660,曹岩,巴拉圭,山西省秀云县南湖潮州路R座
59038,451223195304165668,陈欢,印度,香港特别行政区丽市滨城郑街n座
79039,130435193802176708,史晶,托克劳群岛,黑龙江省敏县梁平简街d座
59040,65432419731027487X,李秀兰,喀麦隆,山东省哈尔滨县南溪北镇街M座
49041,610327194901155893,查平,阿塞拜疆,西藏自治区贵阳县龙潭香港路H座
29042,513425199301225426,张丽丽,马来西亚,贵州省西宁市平山贵阳路O座
79043,513424199310202174,孙瑜,东萨摩亚,江苏省呼和浩特市沙湾刘路R座
79044,230128195911225137,黄明,挪威,福建省春梅县锡山石街k座
79045,410781197108161063,孙辉,罗马尼亚,宁夏回族自治区玲市房山齐齐哈尔路v座
29046,140931198506147191,王坤,比利时,河南省婷婷市大兴柳州街Q座
29047,321204198909232224,万浩,迪戈加西亚岛,重庆市欣市东城熊路N座
89048,520113199901253241,徐欢,贝宁,青海省巢湖市海港刘路D座
19049,320831199007020527,黄娜,摩纳哥,黑龙江省杨县友好赖路a座
89050,510113195405026728,孟建平,马达加斯加,海南省桂珍县城东天津街P座
29051,12022519910907094X,苑亮,比利时,内蒙古自治区海门市怀柔济南路J座
69052,632523194405311288,黎艳,马来西亚,安徽省上海县上街王街o座
69053,44011819841219978X,何伟,刚果,宁夏回族自治区兴安盟县永川叶路D座
49054,530801195009147137,王娜,日本,安徽省艳县门头沟王路E座
89055,141127200201013996,裴坤,科特迪瓦,上海市邯郸县华龙北镇路e座
89056,360425193512090500,张雷,黎巴嫩,陕西省秀英县山亭张街B座
79057,150581196301264241,黄鑫,喀麦隆,辽宁省济南市秀英孙路X座
89058,131127199601247428,林雪,孟加拉国,上海市成市翔安兴安盟街q座
59059,445200194608258559,奉凯,莫桑比克,广西壮族自治区飞县吉区乌鲁木齐街E座
59060,410404199107118514,王兰英,法国,广西壮族自治区兴安盟县友好张街G座
59061,441401193204306744,李阳,巴布亚新几内亚,内蒙古自治区岩县丰都吴街n座
69062,152531196804031173,田佳,伯利兹,河南省南宁县沙湾蒋街Y座
89063,430528194111123882,李海燕,圣诞岛,江苏省晶县秀英陈路C座
19064,140723196106309948,冯志强,圭亚那,辽宁省沈阳县南溪银川路m座
89065,370600195711221600,臧琳,印度尼西亚,青海省深圳市东城孙街D座
79066,360200198508032337,周荣,斯威士兰,台湾省西安市翔安彭街m座
19067,130423193901164205,蒙冬梅,玻利维亚,天津市帅市长寿谢街Q座
69068,431101194404127827,赵霞,卢森堡,青海省辉市萧山六盘水街E座
59069,23090119471123445X,李桂英,泰国,广西壮族自治区建军市大东李街s座
59070,44082319990310008X,董桂花,中途岛,辽宁省倩市高明胡街S座
59071,21080220010310266X,秦凯,斐济,贵州省玉兰市安次合肥路o座
59072,220605195711205618,刘博,刚果,江西省张家港县大东张路C座
29073,341600195203010386,管亮,孟加拉国,湖南省宁德县南湖金街H座
89074,450224198605291229,田秀荣,多米尼克国,湖南省北京市六枝特昆明路u座
49075,230281196410255209,彭俊,朝鲜,江苏省上海市江北嘉禾路j座
49076,34152219771124296X,郝倩,摩纳哥,福建省娜市怀柔杨街S座
99077,140729195302182829,王海燕,阿尔巴尼亚,北京市石家庄市普陀通辽路i座
79078,43038219640302871X,王燕,智利,内蒙古自治区北京市六枝特南昌街f座
89079,220382199205276143,丁琴,塞舌尔,甘肃省坤县双滦邓街K座
79080,320404193007240812,莫志强,西萨摩亚,江西省鹏市城北葛路c座
69081,610600196901269992,张旭,圣卢西亚,黑龙江省银川县闵行杨路x座
19082,23071319450619561X,梁志强,印度,澳门特别行政区合肥县长寿嘉禾街S座
49083,330901194802105702,徐柳,南斯拉夫,贵州省西宁市永川张路V座
99084,652300199005281623,张琴,加那利群岛,黑龙江省晨县新城任街i座
29085,320204193610018764,黄洁,阿拉伯联合酋长国,西藏自治区凤英市梁平刘路w座
19086,330902194311276669,张秀珍,马其顿,安徽省雪梅市璧山齐路O座
59087,620724196602217154,黄淑华,荷属安的列斯群岛,重庆市太原市浔阳沈街z座
19088,654027197107130144,郭洁,孟加拉国,天津市呼和浩特市闵行何街d座
49089,520500194111295794,杨红霞,科科斯岛,澳门特别行政区建军县花溪赵街c座
79090,430703195701124920,严淑珍,土耳其,黑龙江省福州市沈河重庆路a座
79091,231025195803247810,刘娜,马来西亚,澳门特别行政区北镇市双滦深圳街P座
89092,330211200002047906,吴辉,奥地利,山西省呼和浩特市南湖重庆路x座
89093,520603198006176753,郑娟,沙特阿拉伯,安徽省惠州市花溪余路F座
19094,420581199401303286,张红梅,芬兰,广东省兰州市梁平张路O座
79095,610402196203138129,荣兵,塔吉克斯坦,云南省冬梅市白云邵街o座
39096,120114193711089510,邓桂珍,毛里求斯,四川省天津市东城黄路a座
89097,652822199206110658,李强,约旦,澳门特别行政区杭州县吉区李路Q座
39098,230301194412219572,陈琴,基里巴斯,天津市琴市和平济南街m座
69099,653227198804095617,杨勇,科科斯岛,甘肃省海口县海港郑街O座
29100,150124200105257749,杨兵,斯洛伐克,吉林省健市永川梧州路W座
89101,450700197009100635,蒋秀华,佛得角,重庆市嘉禾县门头沟重庆路b座
39102,350600199410238534,吴杨,贝宁,香港特别行政区关岭县魏都宿路y座
89103,360121199108189539,刘瑞,安道尔,天津市萍市和平李路k座
99104,610822194010219860,王颖,南非,浙江省荆门市璧山高路C座
69105,13012919970816099X,阎岩,厄瓜多尔,陕西省海门市房山台北街P座
19106,370982194408160258,倪燕,厄立特里亚,台湾省沈阳市涪城石家庄街E座
29107,410184195302225902,廖玉华,阿根廷,天津市丽县南溪任街A座
49108,141122196106083143,徐瑜,中华人民共和国,江西省刚县崇文杨路T座
29109,500229194512023629,谢阳,伊郎,澳门特别行政区建市双滦姜街x座
89110,430726199509042688,龚淑英,新喀里多尼亚群岛,宁夏回族自治区瑞县兴山济南街J座
69111,152501198201084111,姚峰,危地马拉,陕西省巢湖县花溪李街n座
39112,220822196302246701,萧杰,加拿大,贵州省龙县永川石家庄街K座
59113,510321199705064071,王超,莫桑比克,香港特别行政区永安县上街太原街U座
89114,410200194910284352,马璐,越南,香港特别行政区慧市南长香港路B座
29115,370404193111307502,邹淑珍,比利时,福建省玉梅县丰都刘街K座
79116,532627195401078329,陈晶,百慕大群岛,海南省梧州市朝阳王路P座
59117,652824193305259453,高文,孟加拉国,江苏省华市西峰王街M座
59118,621002198104126659,童明,亚美尼亚,广西壮族自治区欢县沙湾郭路J座
59119,360423196910112171,刘秀荣,瑞士,新疆维吾尔自治区梧州县滨城澳门街Z座
99120,130525196104300886,王玲,荷兰,湖北省嘉禾县清城香港路Y座
39121,211281195504164511,曾文,西班牙,贵州省明县南长杨街P座
69122,451000198510042552,范春梅,关岛,福建省帅市孝南洪路t座
29123,340121198007230450,张英,马来西亚,山东省马鞍山县朝阳西安路T座
39124,420922196108263164,张伟,巴拿马,香港特别行政区石家庄市大兴香港街G座
69125,150302193009234897,关杨,密克罗尼西亚,海南省欣市白云长春街Q座
39126,430503195608088004,曹琴,厄立特里亚,广东省丽丽县南湖兴安盟路C座
49127,610630196510107572,田英,巴布亚新几内亚,辽宁省桂英市清河兰州街G座
19128,130803197811181647,严桂芳,埃及,香港特别行政区沈阳市普陀北镇路v座
39129,441225198702204313,戚文,不丹,河南省秀梅县上街济南街M座
79130,370901195008177313,张雷,津巴布韦,宁夏回族自治区武汉市友好胡路k座
19131,370403193105106708,罗洋,几内亚比绍,西藏自治区丹县永川沈阳街T座
39132,14090219360519196X,翟红霞,阿森松,河北省宁县大兴银川街t座
79133,230230197807012349,彭红梅,爱沙尼亚,江西省乌鲁木齐县沙湾张街P座
69134,451202193708179731,金兵,乌拉圭,贵州省丽县徐汇张路V座
99135,433124196203140369,孙燕,马约特岛,宁夏回族自治区通辽市南湖曾街z座
49136,210603199211283082,张洋,突尼斯,贵州省桂英市上街嘉禾街J座
49137,532623196206164634,李强,老挝,广西壮族自治区峰市秀英杨街M座
89138,420607193308061176,杨玲,危地马拉,云南省丽华市吉区袁路o座
39139,131028198607075643,王晶,圣克里斯托弗和尼维斯,甘肃省莉市萧山台北街u座
19140,150429193108090302,王小红,马达加斯加,江西省娟县和平魏街d座
59141,654326194108126602,萧桂英,巴布亚新几内亚,河南省慧市华龙哈尔滨街G座
79142,210404199907251121,王丽娟,马耳他,吉林省桂珍县魏都黄路h座
59143,511181196706278365,罗帅,柬埔塞,贵州省玲县西峰马路i座
79144,61033119670103963X,郭峰,爱沙尼亚,西藏自治区杭州市淄川高路t座
19145,371082194807117486,王桂珍,冈比亚,贵州省北京市吉区贵阳路l座
79146,510802197406137380,匡军,菲律宾,安徽省鹏市魏都贺路Q座
89147,522728194602035312,李颖,帕劳,河北省强市滨城西宁街j座
29148,341622195910171769,王秀兰,纳米比亚,海南省呼和浩特县普陀马鞍山街h座
89149,141181197809188747,戴雷,新喀里多尼亚群岛,湖南省六安县安次合山街T座
19150,360823193504257592,胡敏,中国,甘肃省璐市长寿李街y座
19151,51182519661223916X,杜彬,约旦,安徽省兰英市翔安杜街t座
19152,533103199711121127,陈淑英,委内瑞拉,上海市阜新市上街邵路o座
29153,500102193106180696,秦丹丹,摩纳哥,河北省洁市西峰萧街w座
19154,210302197010278568,陈洁,留尼汪岛,河南省秀兰市高明黎路E座
79155,152202195806286927,王佳,菲律宾,重庆市齐齐哈尔市永川刘街v座
49156,640122199211139189,宫秀芳,印度,新疆维吾尔自治区建县新城重庆街l座
59157,450481194112240255,褚帆,德国,海南省淑珍市锡山长沙路m座
19158,360124198005088406,周辉,墨西哥,新疆维吾尔自治区利县高港石家庄街O座
19159,532331193009080212,杨桂香,缅甸,澳门特别行政区雷县蓟州呼和浩特路s座
49160,330922196004150438,刘莹,秘鲁,河南省军县金平江路I座
99161,533421194405066218,高秀珍,苏丹,安徽省建国市普陀周街T座
79162,610622196712290942,雷欣,特克斯和凯科斯群岛,山西省慧市秀英姜街s座
19163,370828199110177718,胡建华,阿森松,安徽省台北市海陵罗街G座
89164,632321193301253572,陈晨,纳米比亚,辽宁省欢市怀柔赵街H座
39165,530829198407037873,魏杨,直布罗陀,新疆维吾尔自治区上海市长寿董路m座
89166,44028119980629977X,党玉,扎伊尔,香港特别行政区宜都市涪城巢湖路D座
19167,610602195903271066,武晨,多米尼加共和国,澳门特别行政区北京市梁平济南街i座
39168,231000197407217187,孟桂香,圣诞岛,甘肃省福州市高坪郑州街Y座
69169,410823194608267620,史建平,维尔京群岛和圣罗克伊,黑龙江省宜都县房山仝路G座
59170,230708193906238900,陈燕,吉尔吉斯斯坦,吉林省香港县海陵马路P座
89171,150125198107249546,郭平,巴布亚新几内亚,香港特别行政区巢湖县牧野贾街g座
29172,360622198611285893,李婷婷,布隆迪,黑龙江省北京县山亭黄路U座
99173,530301200104247116,莫坤,马其顿,四川省雷市南溪杨街y座
79174,532923193712032661,滕涛,马里,宁夏回族自治区燕县花溪邓街v座
89175,330185195808242271,唐桂芳,伊郎,甘肃省雪梅县高明喻街X座
69176,210602197212221806,韦兰英,圣多美和普林西比,青海省辉市新城薛街K座
69177,130424194304189149,张凤英,纳米比亚,山东省北京市清河荆门街G座
79178,231102194909054597,赵玉梅,拉脱维亚,四川省广州市普陀周街k座
89179,46902719970814665X,黄秀梅,百慕大群岛,甘肃省辉市黄浦武街i座
99180,120105194301311316,龙想,尼泊尔,湖北省春梅县山亭福州街o座
49181,141034197712214937,贾冬梅,塔吉克斯坦,甘肃省坤市孝南石家庄路t座
89182,231281196612035993,李利,梵蒂冈,贵州省冬梅县黄浦太原路J座
99183,44142319621224635X,魏平,卢森堡,西藏自治区兴安盟市和平尹路h座
99184,450205193210221814,李淑英,芬兰,海南省海门市南长邯郸街z座
69185,150100194808066739,赵桂香,坦桑尼亚,天津市张家港市上街西宁街C座
29186,542125193005105367,王想,马绍尔群岛,台湾省玉华市高明蔺路n座
89187,150921198003217687,韩凤英,格鲁吉亚,广东省伟市怀柔李路E座
19188,330203198702196961,杨欣,洪都拉斯,广西壮族自治区东莞市丰都阜新路I座
59189,469029193801165228,蒋婷,克罗地亚,四川省兴城市城东师路S座
79190,211005198207304326,周博,图瓦卢,贵州省云县沈河香港路y座
69191,510781197112225190,郭磊,关岛,天津市慧县闵行兰州路L座
99192,152922193910268803,郑玉梅,百慕大群岛,西藏自治区武汉县朝阳王街B座
19193,510812197612238767,王红霞,巴布亚新几内亚,福建省哈尔滨市清河成都路O座
79194,150422197605134226,王丽,荷兰,北京市兵县崇文王街Z座
29195,510311193108279090,周佳,瑙鲁,吉林省峰市锡山北京街r座
99196,510524197903267401,吴芳,西萨摩亚,海南省呼和浩特县房山辽阳路u座
99197,451121197208143312,谢霞,阿拉斯加,安徽省岩县永川邯郸街A座
29198,150222194206029061,林柳,南斯拉夫,湖南省秀兰市黄浦香港路s座
29199,430702193108193014,阳坤,瓦里斯和富士那群岛,河南省秀珍市清河龙街J座
19200,610502199110216481,钟龙,比利时,广东省六盘水县锡山宜都路q座
39201,130533197407173516,翟建平,巴拉圭,甘肃省敏市沙湾福州街i座
19202,440811196501122172,谭玉华,圣文森特岛,浙江省合肥县山亭昆明路j座
59203,410422194112122358,展建军,诺福克岛,澳门特别行政区健市浔阳李路X座
29204,441781197008032092,郑建华,挪威,天津市桂兰县城北汪街T座
79205,630225194909269962,王倩,立陶宛,甘肃省瑜县蓟州西宁街l座
79206,513428197911245010,严瑞,比利时,安徽省宁县平山辽阳路B座
69207,350203193405278531,李畅,丹麦,陕西省淮安县滨城何街D座
69208,411521193504142820,杜娜,马约特岛,河北省雪梅市西夏方街h座
19209,130729197104282957,苏璐,纳米比亚,山东省建县徐汇乐街u座
29210,510131197908271057,杨秀兰,安道尔,黑龙江省娜县南溪郭路y座
69211,610323194001247092,胡燕,日本,广西壮族自治区乌鲁木齐市永川王街G座
99212,230703196708308244,张凤英,孟加拉国,台湾省晨县沙市嘉禾路X座
49213,150222199211301288,王丹,萨尔瓦多,辽宁省凤英县龙潭王路q座
89214,32100019650508678X,王勇,吉布提,河北省长春县吉区济南路e座
59215,513231198409251986,廖鹏,老挝,澳门特别行政区波市孝南兴城街C座
29216,440901194411095573,潘峰,爱沙尼亚,广东省建军县南溪孙路r座
99217,530923195112222522,陈浩,纽埃岛,黑龙江省桂花县房山北镇街X座
59218,230601198202025133,宋婷,苏里南,江苏省玉县魏都六安路X座
