start_jid,end_jid,sfzh,hbh
3111,20006154,321002198712242222,TV655
9829,20006154,522730196703234020,TV655
4812,20006154,542224195509063779,TV655
1153,20006154,330802194404245348,TV655
6411,20006154,410727197302074475,TV655
3111,20002860,321002198712242222,TV238
7513,20002860,320303194311062013,TV238
9990,20002860,511681194601105044,TV238
8434,20002860,330182194803190886,TV238
75,20002860,150403199105299569,TV238
298,20003373,220721195310252275,MF434
748,20003373,52011119990209258X,MF434
6341,20003373,320206198704277404,MF434
722,20003373,32031119681104219X,MF434
7981,20003373,341221196202190586,MF434
2303,20003373,510821197909239097,MF434
3481,20003373,411424195304226475,MF434
1515,20003373,411500197312260503,MF434
5063,20003373,610723200012315855,MF434
7346,20003373,445122195711279494,MF434
86,20008319,141130199201121893,MF947
7617,20008319,621101193404087723,MF947
5092,20008319,44522419960211518X,MF947
3856,20008319,350900193606232096,MF947
3542,20008319,150125195205143485,MF947
4666,20008319,450321196101030348,MF947
3834,20008319,350582197801042926,MF947
6481,20008319,360622193603247886,MF947
4878,20008319,610521197403302957,MF947
9694,20008319,450701196807296179,MF947
2590,20000738,341202199305226531,CA294
2745,20000738,421127196208270117,CA294
4598,20000738,320114199707085802,CA294
6325,20000738,341103198404118209,CA294
1754,20000738,361027194207182077,CA294
2590,20003519,341202199305226531,MU343
640,20003519,21042219460401310X,MU343
7746,20003519,632223198005306676,MU343
7128,20003519,51142319490104340X,MU343
737,20003519,610429195108029659,MU343
2590,20002962,341202199305226531,TV592
7981,20002962,341221196202190586,TV592
2303,20002962,510821197909239097,TV592
9885,20002962,640303199710185691,TV592
9472,20002962,370112199001068812,TV592
6294,20001232,520401193011065904,CA140
3274,20001232,430321198207157385,CA140
9176,20001232,513428195602092795,CA140
9085,20001232,451322198911226349,CA140
3616,20001232,652700198009219613,CA140
6294,20005616,520401193011065904,CA028
3735,20005616,520421194301166041,CA028
7777,20005616,330681198305097987,CA028
3996,20005616,64052119730815041X,CA028
5278,20005616,610721196207036619,CA028
6294,20000419,520401193011065904,MF288
419,20000419,360828200010267138,MF288
2883,20000419,13102219850629219X,MF288
8326,20000419,440783199108183307,MF288
9570,20000419,370681197510210582,MF288
4039,20007733,510682200002258405,3U306
8006,20007733,511425197601146024,3U306
3409,20007733,13092719721004482X,3U306
43,20007733,350401197803015506,3U306
7045,20007733,654324193110112632,3U306
2361,20009316,430703193806051706,CA270
8923,20009316,150702199412087160,CA270
1092,20009316,652223195512060033,CA270
567,20009316,320706195901097625,CA270
6526,20009316,341700195302123410,CA270
2361,20004408,430703193806051706,CJ435
8441,20004408,510800194212227488,CJ435
9153,20004408,510182197209134029,CJ435
8492,20004408,220402193202264397,CJ435
5908,20004408,420000197212247997,CJ435
2361,20006750,430703193806051706,MF809
5506,20006750,542400197003271377,MF809
8314,20006750,450122194911071623,MF809
2164,20006750,33082419901226441X,MF809
487,20006750,441781195003277390,MF809
7170,20002732,429000193603192145,CJ580
9990,20002732,511681194601105044,CJ580
1253,20002732,210213193206307557,CJ580
8314,20002732,450122194911071623,CJ580
6147,20002732,610304193104111311,CJ580
9155,20006677,330681199712145856,MF651
1854,20006677,360424193808019416,MF651
9952,20006677,230101198404052810,MF651
6967,20006677,46902919420819257X,MF651
470,20006677,410000195110158589,MF651
1510,20000166,230502197206030470,TV854
2723,20000166,441426197101297748,TV854
6605,20000166,230225196901158437,TV854
6241,20000166,411081196411166092,TV854
2648,20000166,511025193705155451,TV854
6993,20007703,610202197104150433,CA543
1715,20007703,610581198404274442,CA543
4464,20007703,421125194603200125,CA543
3442,20007703,410611196512121312,CA543
4864,20007703,321203198207281770,CA543
7617,20008588,621101193404087723,TV376
7766,20008588,510800194607311166,TV376
6122,20008588,371083193010029376,TV376
109,20008588,23011119670125130X,TV376
3198,20008588,331004199704231995,TV376
9511,20008588,371300197807277506,TV376
3885,20008588,431128195503069508,TV376
3539,20008588,520221198807208162,TV376
770,20008588,431300199105243702,TV376
1684,20008588,230103196311132129,TV376
1929,20002445,430124194402227684,CZ709
870,20002445,621000195906249080,CZ709
6966,20002445,340181200104154310,CZ709
1998,20002445,441401197704086002,CZ709
610,20002445,410501194805092351,CZ709
6174,20005934,23050119640523503X,CZ783
5604,20005934,140924200102140491,CZ783
3560,20005934,44130019770519517X,CZ783
7276,20005934,371001198612179142,CZ783
1913,20005934,540102194505093807,CZ783
4120,20005934,540226199209132698,CZ783
4456,20005934,350921196505129191,CZ783
2654,20005934,450405200010053530,CZ783
9354,20005934,140423194909129531,CZ783
2349,20005934,451025195806263390,CZ783
288,20008544,610402197208154317,CA334
4578,20008544,370725199603216389,CA334
6841,20008544,34112219521116719X,CA334
2867,20008544,540102197308106262,CA334
1471,20008544,411104199510318772,CA334
288,20000082,610402197208154317,CZ704
5092,20000082,44522419960211518X,CZ704
4227,20000082,53032419451022045X,CZ704
4098,20000082,510422199312012141,CZ704
3278,20000082,230223194912237868,CZ704
288,20001608,610402197208154317,TV699
8814,20001608,620100197805230480,TV699
2606,20001608,331126195709288793,TV699
5136,20001608,350426193909299550,TV699
7999,20001608,542430197512274232,TV699
5635,20004394,220203196512037391,MU534
1426,20004394,370827197701153034,MU534
7426,20004394,530702197210171446,MU534
4842,20004394,371700199812163651,MU534
9945,20004394,33010819551130669X,MU534
9938,20009849,370812197010252784,MU236
235,20009849,513321195811267977,MU236
4569,20009849,621000195911033479,MU236
3076,20009849,450305198807044492,MU236
3409,20009849,13092719721004482X,MU236
7059,20009849,500103196805124386,MU236
525,20009849,500200195306026935,MU236
4849,20009849,371523196508229521,MU236
1537,20009849,640200196009034504,MU236
2169,20009849,511000198203232117,MU236
9938,20006136,370812197010252784,CA886
6194,20006136,14118119490604117X,CA886
496,20006136,330000199808019511,CA886
5295,20006136,540202193409212037,CA886
5919,20006136,360830195704026169,CA886
6857,20009217,542126193804234153,CA952
4719,20009217,330328194108117719,CA952
5595,20009217,32020419790302244X,CA952
5371,20009217,32128319320404164X,CA952
6224,20009217,350505198409274302,CA952
8246,20006770,222400198501116994,CJ345
7125,20006770,610802196402104927,CJ345
1353,20006770,130121195909210245,CJ345
2258,20006770,410922195812033016,CJ345
4767,20006770,370700200101028597,CJ345
3032,20002079,450201194002140023,MF804
7277,20002079,320707199909231061,MF804
7966,20002079,14072119710121583X,MF804
2447,20002079,152223193406269733,MF804
7235,20002079,230112194308145823,MF804
3032,20008783,450201194002140023,MU887
8681,20008783,33078319660702271X,MU887
403,20008783,450902197203014646,MU887
8066,20008783,421223196607223887,MU887
5908,20008783,420000197212247997,MU887
3032,20005786,450201194002140023,CJ166
2663,20005786,510311198112240378,CJ166
346,20005786,431129194412260763,CJ166
2382,20005786,35020519461216151X,CJ166
4283,20005786,451202197107042340,CJ166
9342,20001239,210803199008078607,TV892
307,20001239,371427199609273226,TV892
9181,20001239,441202200108276571,TV892
6043,20001239,450881198503251592,TV892
1430,20001239,421200195407015208,TV892
9342,20006985,210803199008078607,CZ345
2023,20006985,512002197807314876,CZ345
3996,20006985,64052119730815041X,CZ345
9018,20006985,632626199101309047,CZ345
7442,20006985,140822193801120149,CZ345
9441,20007874,652800197210143797,MU268
7577,20007874,441223198706045441,MU268
4944,20007874,451021193004022582,MU268
5261,20007874,520115200105305539,MU268
1469,20007874,130825196810063044,MU268
5843,20005132,451121198501259239,CZ748
2087,20005132,150785196411252707,CZ748
3240,20005132,440113193910229369,CZ748
2802,20005132,430407200004040193,CZ748
8678,20005132,511101193210217731,CZ748
5843,20002186,451121198501259239,MU778
9829,20002186,522730196703234020,MU778
2654,20002186,450405200010053530,MU778
5911,20002186,321301194003010690,MU778
3932,20002186,330110195501094525,MU778
4502,20001338,621023197406029368,CA964
6434,20001338,370201194206122513,CA964
8652,20001338,450401199908039187,CA964
4281,20001338,230710193603030979,CA964
6360,20001338,350581196601135246,CA964
4502,20009121,621023197406029368,MF081
301,20009121,623026193110152474,MF081
7061,20009121,421201198805079290,MF081
2312,20009121,130724200007168813,MF081
7066,20009121,652901194105111484,MF081
4502,20009111,621023197406029368,CA913
7277,20009111,320707199909231061,CA913
9587,20009111,210311194412249295,CA913
1250,20009111,421381199312080666,CA913
8785,20009111,411625198304110369,CA913
7162,20004690,130629198803037271,CJ956
6537,20004690,360727197109228298,CJ956
4272,20004690,410823193607206354,CJ956
4394,20004690,450304196205200069,CJ956
470,20004690,410000195110158589,CJ956
7162,20002735,130629198803037271,CA119
1864,20002735,610830193404096272,CA119
7424,20002735,530421199908111017,CA119
567,20002735,320706195901097625,CA119
1364,20002735,340404193706109497,CA119
7162,20007627,130629198803037271,MF724
307,20007627,371427199609273226,MF724
4402,20007627,652301198806134529,MF724
5919,20007627,360830195704026169,MF724
5850,20007627,610827198706207761,MF724
1002,20007658,520621193003267633,CJ890
738,20007658,33020419700118795X,CJ890
303,20007658,411224193302042082,CJ890
8016,20007658,520327195010242849,CJ890
9511,20007658,371300197807277506,CJ890
1002,20002920,520621193003267633,CA806
1012,20002920,210903193507192226,CA806
3082,20002920,620122194412135786,CA806
2021,20002920,54023519321008686X,CA806
9543,20002920,511600199203294649,CA806
1811,20001027,542623197608024526,MF320
5428,20001027,341023198410163233,MF320
2829,20001027,511111198012318123,MF320
4590,20001027,150701199611042997,MF320
5941,20001027,532601196412286773,MF320
1787,20002754,431322193207304968,CZ199
7298,20002754,370401196702028403,CZ199
4310,20002754,150400193707071338,CZ199
4590,20002754,150701199611042997,CZ199
2404,20002754,140602197607088896,CZ199
6528,20003189,220581193911237819,TV398
3352,20003189,630122197407170021,TV398
2447,20003189,152223193406269733,TV398
5888,20003189,411503194106089202,TV398
1100,20003189,210803197005063291,TV398
6528,20000743,220581193911237819,MU219
9165,20000743,341202193906274013,MU219
8646,20000743,520521196401158721,MU219
9906,20000743,140802199104065668,MU219
2131,20000743,532500197202275411,MU219
5805,20003929,420602198201292071,CJ762
6026,20003929,621227198207293650,CJ762
3148,20003929,652327199211118907,CJ762
154,20003929,710000195809224181,CJ762
9175,20003929,431125193002274097,CJ762
3918,20002629,520111198204026185,CJ194
8763,20002629,520621196609101180,CJ194
4337,20002629,130421197007150525,CJ194
5233,20002629,15010019691130807X,CJ194
3932,20002629,330110195501094525,CJ194
2011,20008492,43122719730501730X,MF655
9906,20008492,140802199104065668,MF655
8125,20008492,513335199502096058,MF655
6985,20008492,210421193010057593,MF655
4908,20008492,15020619500715629X,MF655
2011,20008512,43122719730501730X,CJ667
9137,20008512,141026194106013752,CJ667
3329,20008512,370401195212265874,CJ667
6310,20008512,371003197802139051,CJ667
4598,20008512,320114199707085802,CJ667
3175,20007674,371525198812082300,CJ934
5231,20007674,411025199506255699,CJ934
3158,20007674,621026200110157225,CJ934
5259,20007674,500241193309125697,CJ934
2169,20007674,511000198203232117,CJ934
6565,20009236,62040219721122172X,CJ527
2552,20009236,411381196004193356,CJ527
8943,20009236,371526195909099208,CJ527
5243,20009236,341204193802036726,CJ527
61,20009236,140826196401094411,CJ527
6565,20005262,62040219721122172X,CZ103
9191,20005262,130822197204034193,CZ103
7572,20005262,500101194602102943,CZ103
1603,20005262,360401195405259532,CZ103
8567,20005262,420302199511132207,CZ103
5225,20009283,210211196805226688,CZ651
4152,20009283,622926195912283801,CZ651
6111,20009283,511303194006069020,CZ651
6519,20009283,610528194711069385,CZ651
7731,20009283,230501196206231175,CZ651
5428,20007543,341023198410163233,MU481
1333,20007543,430723198812095906,MU481
2340,20007543,41172319490110077X,MU481
1776,20007543,360521198411162811,MU481
1515,20007543,411500197312260503,MU481
5565,20000326,371482197407185418,CJ609
1480,20000326,440233199606114784,CJ609
6480,20000326,230903197008051228,CJ609
3863,20000326,421001195407265755,CJ609
1091,20000326,610723193505177873,CJ609
5565,20006941,371482197407185418,3U358
1613,20006941,350302195910211758,3U358
6922,20006941,430603199511239463,3U358
783,20006941,45092219910114134X,3U358
5072,20006941,371300196307063865,3U358
3839,20003122,230407194703039751,CZ273
5929,20003122,210802196602179339,CZ273
5722,20003122,530922196903067539,CZ273
3335,20003122,370300197005288245,CZ273
7327,20003122,450922197110317969,CZ273
1089,20008481,320902195108059880,MU789
4559,20008481,152921194702215270,MU789
3329,20008481,370401195212265874,MU789
477,20008481,630103194401033461,MU789
4005,20008481,632701195612172257,MU789
4805,20003956,654002197806105645,MU300
7210,20003956,451122194308289389,MU300
2804,20003956,460101199601049327,MU300
9543,20003956,511600199203294649,MU300
3776,20003956,441623199606093856,MU300
1267,20003604,630100199004032530,CA322
9304,20003604,540233194009253787,CA322
59,20003604,341001199812120611,CA322
9632,20003604,51333419571218369X,CA322
2477,20003604,220721195512195782,CA322
7061,20003604,421201198805079290,CA322
2334,20003604,512002194504136028,CA322
2892,20003604,520321194112080948,CA322
7618,20003604,320724193705090518,CA322
4217,20003604,445301195803044931,CA322
1267,20003761,630100199004032530,CJ103
4079,20003761,331125195111221774,CJ103
1900,20003761,11010919960309064X,CJ103
5037,20003761,654301199005010768,CJ103
8427,20003761,632525200007223398,CJ103
1084,20008250,622927199304251261,MF591
6920,20008250,230112197201237457,MF591
1869,20008250,360501199304168854,MF591
5645,20008250,330302200103131014,MF591
1341,20008250,640502197302012965,MF591
77,20001595,371702194406108403,3U702
1285,20001595,611001194510083301,3U702
5065,20001595,620105197208017819,3U702
105,20001595,431123199102140656,3U702
9313,20001595,440802193903227962,3U702
6142,20002790,440401193107177871,MU975
1005,20002790,610331199803173059,MU975
8571,20002790,511321198812085800,MU975
2340,20002790,41172319490110077X,MU975
6389,20002790,445101193106057198,MU975
6853,20008569,450601199504156441,CA426
8923,20008569,150702199412087160,CA426
5370,20008569,350102194110235190,CA426
4133,20008569,640301194508067813,CA426
1956,20008569,130581199205131238,CA426
6853,20001846,450601199504156441,3U428
6462,20001846,340404193402098135,3U428
8567,20001846,420302199511132207,3U428
6982,20001846,141027195804086781,3U428
7151,20001846,623001195304139392,3U428
9074,20002120,420106195001263625,CA345
6052,20002120,533123194109114509,CA345
7095,20002120,440981199201069881,CA345
3612,20002120,350982193711140542,CA345
537,20002120,450921199704202571,CA345
1237,20003100,411421195703067943,CZ529
5849,20003100,440229193409156721,CZ529
1153,20003100,330802194404245348,CZ529
4115,20003100,360724198004255471,CZ529
6985,20003100,210421193010057593,CZ529
1237,20000579,411421195703067943,CJ075
5975,20000579,211081195809267940,CJ075
9542,20000579,50022319350210385X,CJ075
4404,20000579,350501193904041292,CJ075
8652,20000579,450401199908039187,CJ075
7444,20000579,231225196212265385,CJ075
3680,20000579,542123199812023119,CJ075
2149,20000579,360983197412143344,CJ075
4728,20000579,410503199609262259,CJ075
5044,20000579,520423195612076243,CJ075
9675,20006377,230405198712191259,CJ785
8811,20006377,610626194807131158,CJ785
5122,20006377,360721195202204760,CJ785
3487,20006377,540232196702086633,CJ785
9972,20006377,623001196105175766,CJ785
4888,20004171,431127193302189903,TV383
6781,20004171,653022198511287268,TV383
2561,20004171,440104195308315654,TV383
5703,20004171,510182193912063981,TV383
4690,20004171,430603199703244304,TV383
5346,20004171,220621198008199109,TV383
5295,20004171,540202193409212037,TV383
1817,20004171,43312619920905373X,TV383
9059,20004171,150626195709178941,TV383
8677,20004171,140500196507148481,TV383
9682,20003350,621225194708256267,CJ695
253,20003350,422826198409277392,CJ695
3679,20003350,420683196810038019,CJ695
2526,20003350,433122195702220147,CJ695
8931,20003350,32020219511213649X,CJ695
9682,20005995,621225194708256267,TV979
5893,20005995,42020119471022429X,TV979
6593,20005995,131128194801208953,TV979
131,20005995,410501193602267129,TV979
8750,20005995,370103196803288454,TV979
3513,20002202,430822197308248357,TV001
3148,20002202,652327199211118907,TV001
5543,20002202,211204193903202288,TV001
2600,20002202,500114196104108374,TV001
8171,20002202,441427194204261484,TV001
3513,20003338,430822197308248357,MU195
9746,20003338,532326198304206991,MU195
6224,20003338,350505198409274302,MU195
4216,20003338,532504195810122343,MU195
5737,20003338,430611196412279837,MU195
8134,20007052,510701197401148046,MF890
748,20007052,52011119990209258X,MF890
3407,20007052,653131195102066331,MF890
2442,20007052,510601193909246057,MF890
7442,20007052,140822193801120149,MF890
4507,20004621,653224199108026402,TV692
2419,20004621,130524195211051861,TV692
533,20004621,210213193610299587,TV692
9018,20004621,632626199101309047,TV692
1939,20004621,411100197505297132,TV692
2720,20006231,211001198007022169,MF285
5037,20006231,654301199005010768,MF285
4191,20006231,512022193708068742,MF285
4353,20006231,532926195509056682,MF285
514,20006231,140700197005271303,MF285
8185,20006231,621002196901299270,MF285
1786,20006231,222426194803035597,MF285
82,20006231,510182197803122231,MF285
2975,20006231,621026196009237942,MF285
9694,20006231,450701196807296179,MF285
8519,20001917,420921198402285498,3U735
9979,20001917,421202198407031159,3U735
1147,20001917,610401196801309294,3U735
5383,20001917,441223199408114079,3U735
2748,20001917,110107198309019618,3U735
8854,20005793,441801197204163472,CJ836
403,20005793,450902197203014646,CJ836
8599,20005793,441300193009181702,CJ836
3240,20005793,440113193910229369,CJ836
3217,20005793,542622194704176423,CJ836
855,20003679,420112199011087608,CJ065
4389,20003679,230811194109173030,CJ065
6278,20003679,340401194004038052,CJ065
8453,20003679,450105194906220827,CJ065
6313,20003679,522701193312118772,CJ065
6920,20006537,230112197201237457,CA779
1082,20006537,411301198701051326,CA779
7900,20006537,211005195002076880,CA779
9489,20006537,370686196805267989,CA779
219,20006537,520115197711164620,CA779
1365,20008723,411727194107300059,3U020
9307,20008723,500103199408288858,3U020
4464,20008723,421125194603200125,3U020
5941,20008723,532601196412286773,3U020
2241,20008723,131022199111219136,3U020
5378,20005639,310106195606249345,MF335
9550,20005639,450300195402239288,MF335
4512,20005639,410211197001106674,MF335
4801,20005639,42032519360426453X,MF335
6426,20005639,350626197809016372,MF335
4841,20007882,530128197012121959,MF977
2642,20007882,530502198007094151,MF977
5714,20007882,371302199201109788,MF977
451,20007882,511524196103051633,MF977
218,20007882,542132197003054844,MF977
4781,20005011,320405194706178588,MF077
7381,20005011,510124196108151411,MF077
4070,20005011,652700193512064302,MF077
6931,20005011,540100198905206060,MF077
668,20005011,430400198211219132,MF077
148,20001047,430204193708207294,TV394
3817,20001047,520101198208283573,TV394
4589,20001047,150525200009010453,TV394
4700,20001047,542133197301103188,TV394
7274,20001047,640424197010070314,TV394
148,20008632,430204193708207294,MF118
5123,20008632,530700193802182244,MF118
3407,20008632,653131195102066331,MF118
973,20008632,522327195708149066,MF118
542,20008632,360421193009123322,MF118
9655,20008632,370213198006011636,MF118
5290,20008632,360200193009300672,MF118
8666,20008632,330400197706269651,MF118
4782,20008632,330203193803066880,MF118
3430,20008632,510812195811210186,MF118
5849,20000228,440229193409156721,MU471
3140,20000228,340700198705064534,MU471
6912,20000228,640301193804135791,MU471
2020,20000228,640100193708088246,MU471
7068,20000228,360726197011274353,MU471
8713,20006631,150624196908159884,CA437
1292,20006631,130406193110179930,CA437
6273,20006631,410303196111191866,CA437
2382,20006631,35020519461216151X,CA437
273,20006631,140827193209121486,CA437
8713,20007694,150624196908159884,CA663
7797,20007694,53012919340113935X,CA663
6463,20007694,331121199007257593,CA663
4120,20007694,540226199209132698,CA663
2149,20007694,360983197412143344,CA663
1022,20006101,150902195101299134,3U293
5205,20006101,610582194411031789,3U293
2829,20006101,511111198012318123,3U293
6620,20006101,451000197907286139,3U293
6066,20006101,21050119580920504X,3U293
1022,20002054,150902195101299134,CJ062
1250,20002054,421381199312080666,CJ062
7009,20002054,652201194511276139,CJ062
5114,20002054,640424194301299641,CJ062
8423,20002054,632523195901162837,CJ062
8763,20008221,520621196609101180,TV826
7258,20008221,320600193808299510,TV826
9436,20008221,14022219331010415X,TV826
1784,20008221,500229199502257520,TV826
2477,20008221,220721195512195782,TV826
7452,20008745,321311199312254395,CZ450
9196,20008745,450602193909050097,CZ450
7992,20008745,320302196312054309,CZ450
9350,20008745,500108199005196897,CZ450
6776,20008745,500200199110310991,CZ450
7780,20004977,652300198905015238,3U028
7138,20004977,450900193307307100,3U028
5853,20004977,14102819690301053X,3U028
8833,20004977,450200198105154630,3U028
1000,20004977,140928198504038452,3U028
203,20009905,621026198602242215,CA518
4991,20009905,131023195711010908,CA518
956,20009905,410401195504031984,CA518
3335,20009905,370300197005288245,CA518
8719,20009905,542122193304091525,CA518
7797,20001068,53012919340113935X,CJ856
2750,20001068,210000196503129647,CJ856
3846,20001068,320305195512083248,CJ856
2068,20001068,350603194803049212,CJ856
3430,20001068,510812195811210186,CJ856
7982,20002143,210421198205141229,3U592
5722,20002143,530922196903067539,3U592
1839,20002143,370306198502050927,3U592
525,20002143,500200195306026935,3U592
2096,20002143,410185198603054852,3U592
1333,20004513,430723198812095906,3U909
9477,20004513,410804194408010880,3U909
9942,20004513,371701194811284930,3U909
4719,20004513,330328194108117719,3U909
9945,20004513,33010819551130669X,3U909
453,20006197,33100019570805470X,TV164
8888,20006197,370201199409128934,TV164
2684,20006197,331001200007065764,TV164
6237,20006197,611002193605145829,TV164
5345,20006197,371581199707190137,TV164
453,20007339,33100019570805470X,MF648
9871,20007339,370323194309186046,MF648
8326,20007339,440783199108183307,MF648
2694,20007339,320803195912160702,MF648
1896,20007339,522630196004284883,MF648
9829,20001731,522730196703234020,TV863
8356,20001731,330825200105213349,TV863
2847,20001731,440601193712308519,TV863
5337,20001731,510603193507219091,TV863
1230,20001731,150802193109280206,TV863
6230,20008612,340802200003156280,CA445
7426,20008612,530702197210171446,CA445
2979,20008612,360200198205230221,CA445
3442,20008612,410611196512121312,CA445
3758,20008612,513437194306032802,CA445
6230,20008009,340802200003156280,TV694
3856,20008009,350900193606232096,TV694
4421,20008009,230902193012019197,TV694
2847,20008009,440601193712308519,TV694
2998,20008009,510124193607114099,TV694
7723,20001465,460106196501046258,MU612
6605,20001465,230225196901158437,MU612
533,20001465,210213193610299587,MU612
5116,20001465,532623198411202686,MU612
4010,20001465,130208197703207546,MU612
8021,20002278,511700198711221340,CJ874
3722,20002278,445202198405137790,CJ874
2985,20002278,500151194812019615,CJ874
5013,20002278,371327199904149900,CJ874
9409,20002278,410329196707117636,CJ874
7692,20009556,210726197501068285,3U241
2449,20009556,41150219850412356X,3U241
6121,20009556,220821195006307310,3U241
3838,20009556,331102196605012876,3U241
7015,20009556,44060719521024695X,3U241
3352,20003767,630122197407170021,MF874
2340,20003767,41172319490110077X,MF874
1430,20003767,421200195407015208,MF874
2669,20003767,411721195109220139,MF874
9694,20003767,450701196807296179,MF874
3723,20004298,421087196006248158,MF748
9786,20004298,130683199806225035,MF748
5487,20004298,510501200108080445,MF748
2679,20004298,410200199410180832,MF748
5318,20004298,511424198304276007,MF748
1854,20003421,360424193808019416,MF616
4223,20003421,62012319330615773X,MF616
9039,20003421,210604194808222016,MF616
6966,20003421,340181200104154310,MF616
9751,20003421,230223196209228889,MF616
301,20003421,623026193110152474,MF616
4834,20003421,231000195503149146,MF616
1624,20003421,330801196009121612,MF616
8558,20003421,220601195008110603,MF616
5114,20003421,640424194301299641,MF616
4293,20001797,654224194311176156,CJ673
9041,20001797,340601196907243372,CJ673
5202,20001797,430626194101131718,CJ673
5987,20001797,150428193106106597,CJ673
1016,20001797,371100195211048526,CJ673
4293,20009703,654224194311176156,TV596
7397,20009703,220701199706040036,TV596
7059,20009703,500103196805124386,TV596
5773,20009703,542126199701232048,TV596
5214,20009703,350200193801175965,TV596
1359,20003951,511827198005117154,MF662
9309,20003951,36012419670501429X,MF662
3902,20003951,331003197808305455,MF662
8940,20003951,610116196810194626,MF662
3892,20003951,37028219800324447X,MF662
4076,20008633,130630193005083524,CJ051
3692,20008633,330329193107128901,CJ051
5316,20008633,51150319960719973X,CJ051
8941,20008633,410928195601259320,CJ051
3118,20008633,451023194209073268,CJ051
9050,20009983,370285195402066645,CZ316
4739,20009983,130283199508039902,CZ316
567,20009983,320706195901097625,CZ316
5715,20009983,361029194703280816,CZ316
6494,20009983,542526196201124241,CZ316
4047,20005191,620301199405045899,TV900
7298,20005191,370401196702028403,TV900
9517,20005191,621121194608146529,TV900
5797,20005191,220112199107187999,TV900
273,20005191,140827193209121486,TV900
4047,20000268,620301199405045899,CA777
1922,20000268,610114196608316615,CA777
403,20000268,450902197203014646,CA777
496,20000268,330000199808019511,CA777
5647,20000268,530100197007233896,CA777
4584,20005909,44040119400417359X,CZ502
8292,20005909,450101200106035853,CZ502
9786,20005909,130683199806225035,CZ502
6496,20005909,35078319651230526X,CZ502
5820,20005909,152524199205044693,CZ502
1813,20005909,652301199401309911,CZ502
4281,20005909,230710193603030979,CZ502
730,20005909,520301194305278816,CZ502
1091,20005909,610723193505177873,CZ502
5267,20005909,510181199602298399,CZ502
2692,20005065,410422195105054443,TV248
2627,20005065,610601198701064875,TV248
6114,20005065,230700197503088466,TV248
1471,20005065,411104199510318772,TV248
7906,20005065,64040219331011962X,TV248
807,20002864,41080319410220239X,CA926
1981,20002864,23010319710829256X,CA926
5116,20002864,532623198411202686,CA926
7042,20002864,14062219410207858X,CA926
1312,20002864,150702193709305184,CA926
4266,20000015,440106193602114582,CJ241
1285,20000015,611001194510083301,CJ241
403,20000015,450902197203014646,CJ241
2804,20000015,460101199601049327,CJ241
7346,20000015,445122195711279494,CJ241
4266,20001396,440106193602114582,MF098
2442,20001396,510601193909246057,MF098
4878,20001396,610521197403302957,MF098
787,20001396,350201193203247929,MF098
2787,20001396,445301199907079651,MF098
9746,20000914,532326198304206991,MF230
5206,20000914,65292719350820510X,MF230
8049,20000914,522728196007119473,MF230
9830,20000914,530628199708129680,MF230
4043,20000914,411321199202250558,MF230
2048,20003038,230125197807110604,CJ777
8295,20003038,370214199708098933,CJ777
7961,20003038,511903196409168439,CJ777
1618,20003038,21020319410824331X,CJ777
1230,20003038,150802193109280206,CJ777
4459,20001320,44050119750608342X,CJ642
7467,20001320,371326199604054508,CJ642
7572,20001320,500101194602102943,CJ642
5810,20001320,371100197402033940,CJ642
75,20001320,150403199105299569,CJ642
6046,20007511,411100199306128351,TV336
4934,20007511,140212197801289983,TV336
3920,20007511,211011195512148175,TV336
1064,20007511,450204196904048363,TV336
5439,20007511,410883197611189619,TV336
6046,20005964,411100199306128351,CJ117
6579,20005964,340124195509159207,CJ117
7019,20005964,152527195603171605,CJ117
6066,20005964,21050119580920504X,CJ117
3389,20005964,410425194002094113,CJ117
6046,20009902,411100199306128351,MU270
4152,20009902,622926195912283801,MU270
4112,20009902,320303200009287834,MU270
613,20009902,371601193810255513,MU270
3070,20009902,411501199901166115,MU270
8292,20003995,450101200106035853,3U350
5654,20003995,360823197106200847,3U350
1048,20003995,340405195904105943,3U350
1974,20003995,131022196011198645,3U350
5290,20003995,360200193009300672,3U350
1613,20006744,350302195910211758,3U665
6140,20006744,360781194301031801,3U665
4700,20006744,542133197301103188,3U665
3655,20006744,411422193108282902,3U665
7286,20006744,53252419950314532X,3U665
3534,20000205,210902196108184971,MU212
1153,20000205,330802194404245348,MU212
3834,20000205,350582197801042926,MU212
3539,20000205,520221198807208162,MU212
75,20000205,150403199105299569,MU212
3534,20008860,210902196108184971,CZ925
2226,20008860,513336193602065362,CZ925
3189,20008860,510400197401199051,CZ925
7086,20008860,441882199312204785,CZ925
6202,20008860,130104196311155497,CZ925
417,20003125,513200198001128576,MU324
4685,20003125,420302196209275350,MU324
3606,20003125,411503194211284958,MU324
2511,20003125,130107193308284402,MU324
5471,20003125,640300199106056018,MU324
417,20005247,513200198001128576,CJ274
9269,20005247,431124196903142697,CJ274
5233,20005247,15010019691130807X,CJ274
2068,20005247,350603194803049212,CJ274
2526,20005247,433122195702220147,CJ274
417,20008073,513200198001128576,CA411
4830,20008073,341501193901308827,CA411
7779,20008073,210701198206036691,CA411
1139,20008073,411501198610239092,CA411
2086,20008073,450921197611149485,CA411
4174,20008267,34050619680206151X,CA242
9428,20008267,331100193008061235,CA242
14,20008267,370101196701223104,CA242
419,20008267,360828200010267138,CA242
